,DATA_AS_AT,TRANSACTION_ID,EXPENDITURE,STATE,JSKR_LINKAGE_KEY,STREAM_PLACEMENT_DESC,EF_CATEGORY_DESCRIPTION,DERIVED_DATE_OF_SERVICE,ACTIVITY_TYPE_DESC,ACTIVITY_SUB_DESC,EDUCATION_LEVEL_DESC,GENDER,INDIGENOUS,HOMELESS,PWD,CALD,REFUGEE,EX_OFFENDER,AGE_GROUP,UE_GROUP,year,month,year_month,EDUCATION_ADJ,EF_CATEGORY_ADJ
20675,5/08/2018,1527700J,150.0,QLD,13429,Stream B,Professional Services,9/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,<Year 10,Prof Service
22471,5/08/2018,2138250J,49.0,WA ,14515,Stream B,"Tools, Books, Equipment and Mobile Phones",30/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Other Items
22474,5/08/2018,1564003J,75.0,WA ,14515,Stream B,Clothing and Presentation,22/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,2,Feb-17,Year 10/11,Clothing
23119,5/08/2018,1744317J,176.0,NSW,14957,Stream C,Work Related Licencing,3/04/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Work Licensing
23120,5/08/2018,1749544J,198.0,NSW,14957,Stream C,Accredited Training,5/04/2017,Accredited Education and Training (Vocational),Accredited Skill Set,Non-trade vocational education,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Accredited Training
23876,5/08/2018,1731798J,57.2,NSW,15436,Stream C,Work Related Items,10/03/2017,,,Special school or special support unit,Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,3,Mar-17,Special Education,Work Items
24719,5/08/2018,2047684J,49.0,WA ,16055,Stream C,"Tools, Books, Equipment and Mobile Phones",15/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,6,Jun-17,Year 10/11,Other Items
25086,5/08/2018,1622931J,237.01,WA ,16282,Stream C,Clothing and Presentation,10/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,2,Feb-17,Trade/TAFE,Clothing
25087,5/08/2018,1704937J,27.95,WA ,16282,Stream C,"Tools, Books, Equipment and Mobile Phones",6/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,2,Feb-17,Trade/TAFE,Other Items
25088,5/08/2018,2096678J,1603.74,WA ,16282,Stream C,Accredited Training,8/05/2017,Accredited Education and Training (Vocational),Certificate 2,Trades qualification,Male,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,5,May-17,Trade/TAFE,Accredited Training
25162,5/08/2018,1802873J,330.0,WA ,16314,Stream B,Targeted Pre-Employment Preparation,22/03/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,3,Mar-17,Non-trade vocational education,Pre-Employ Prep
27414,5/08/2018,1952644J,48.4,NSW,17812,Stream C,Work Related Licencing,16/05/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,50 to 54 years,24 to 59 Months,2017,5,May-17,Non-trade vocational education,Work Licensing
27415,5/08/2018,1514460J,46.41,NSW,17812,Stream C,Work Related Items,7/02/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,50 to 54 years,24 to 59 Months,2017,2,Feb-17,Non-trade vocational education,Work Items
27458,5/08/2018,1794752J,125.4,NSW,17843,Stream B,Professional Services,11/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,4,Apr-17,<Year 10,Prof Service
27459,5/08/2018,1611331J,330.0,NSW,17843,Stream B,Targeted Pre-Employment Preparation,2/03/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,3,Mar-17,<Year 10,Pre-Employ Prep
27460,5/08/2018,1904561J,125.4,NSW,17843,Stream B,Professional Services,16/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,5,May-17,<Year 10,Prof Service
27461,5/08/2018,2006461J,125.4,NSW,17843,Stream B,Professional Services,30/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,5,May-17,<Year 10,Prof Service
27462,5/08/2018,2033957J,125.4,NSW,17843,Stream B,Professional Services,13/06/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,6,Jun-17,<Year 10,Prof Service
27640,5/08/2018,1651183J,112.5,WA ,17955,Stream B,Professional Services,14/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,24 to 59 Months,2017,3,Mar-17,Year 10/11,Prof Service
30260,5/08/2018,1905763J,550.0,QLD,19533,Stream C,Targeted Pre-Employment Preparation,15/05/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,5,May-17,<Year 10,Pre-Employ Prep
30432,5/08/2018,2403718J,79.0,QLD,19616,Stream C,"Tools, Books, Equipment and Mobile Phones",27/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,25 to 29 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Other Items
31335,5/08/2018,2118408J,24.79,QLD,20199,Stream C,Work Related Items,31/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,55 to 59 years,60+ Months,2017,5,May-17,Year 10/11,Work Items
31455,5/08/2018,1775247J,44.9,QLD,20278,Stream C,Work Related Items,9/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,3,Mar-17,<Year 10,Work Items
31643,5/08/2018,1587201J,33.0,NSW,20374,Stream B,"Food, Phone and Petrol Cards/Vouchers",13/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,Trade/TAFE,Cash Cards/Vouchers
31644,5/08/2018,1587210J,33.0,NSW,20374,Stream B,Job Seeker Transport,13/02/2017,,,Trades qualification,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,2,Feb-17,Trade/TAFE,Transport
31717,5/08/2018,2049185J,60.5,NSW,20423,Stream C,Work Related Licencing,5/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,6,Jun-17,Year 10/11,Work Licensing
31718,5/08/2018,2111556J,125.4,NSW,20423,Stream C,Professional Services,21/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,6,Jun-17,Year 10/11,Prof Service
31719,5/08/2018,2049244J,60.5,NSW,20423,Stream C,Work Related Licencing,5/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,6,Jun-17,Year 10/11,Work Licensing
31720,5/08/2018,1818979J,125.4,NSW,20423,Stream C,Professional Services,10/04/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,12 to 23 Months,2017,4,Apr-17,Year 10/11,Prof Service
32055,5/08/2018,1777543J,64.65,QLD,20612,Stream C,Work Related Items,7/03/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,Year 12/13,Work Items
32056,5/08/2018,1799228J,36.0,QLD,20612,Stream C,Clothing and Presentation,10/02/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,Year 12/13,Clothing
32281,5/08/2018,1758968J,125.4,SA ,20744,Stream B,Professional Services,21/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Prof Service
32282,5/08/2018,1763848J,94.05,SA ,20744,Stream B,Professional Services,28/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,Under 22 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Prof Service
32358,5/08/2018,1459002J,150.0,NSW,20824,Stream C,Professional Services,18/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
32359,5/08/2018,1492445J,150.0,NSW,20824,Stream C,Professional Services,31/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
32360,5/08/2018,1426245J,150.0,NSW,20824,Stream C,Professional Services,10/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
32361,5/08/2018,1560883J,150.0,NSW,20824,Stream C,Professional Services,21/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,Under 12 Months,2017,2,Feb-17,Year 10/11,Prof Service
33217,5/08/2018,1530542J,49.0,NSW,21384,Stream B,"Tools, Books, Equipment and Mobile Phones",1/02/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,25 to 29 years,12 to 23 Months,2017,2,Feb-17,<Year 10,Other Items
35347,5/08/2018,1475344J,97.0,QLD,22642,Stream B,Clothing and Presentation,3/01/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,1,Jan-17,Non-trade vocational education,Clothing
35348,5/08/2018,1523487J,1485.0,QLD,22642,Stream B,Accredited Training,6/02/2017,Accredited Education and Training (Vocational),Accredited Units,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Accredited Training
35351,5/08/2018,1916822J,330.0,QLD,22642,Stream B,Targeted Pre-Employment Preparation,17/05/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Non-trade vocational education,Pre-Employ Prep
35352,5/08/2018,1998946J,25.51,QLD,22642,Stream B,Work Related Licencing,2/05/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Non-trade vocational education,Work Licensing
35353,5/08/2018,2039140J,25.51,QLD,22642,Stream B,Work Related Licencing,2/05/2017,,,Non-trade vocational education,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Non-trade vocational education,Work Licensing
35384,5/08/2018,1812650J,37.8,WA ,22667,Stream C,Clothing and Presentation,27/03/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,3,Mar-17,Year 12/13,Clothing
35385,5/08/2018,1812649J,38.7,WA ,22667,Stream C,Clothing and Presentation,27/03/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,3,Mar-17,Year 12/13,Clothing
35386,5/08/2018,1812648J,98.1,WA ,22667,Stream C,Clothing and Presentation,27/03/2017,,,Secondary schooling completed (Year 12/13),Male,1.0,1.0,,,,1.0,25 to 29 years,24 to 59 Months,2017,3,Mar-17,Year 12/13,Clothing
35898,5/08/2018,1429894J,330.0,QLD,23000,Stream B,Targeted Pre-Employment Preparation,4/01/2017,Non-Accredited Education and Training (Vocational),Employability Skills,Year 10/11,Female,1.0,1.0,,,,1.0,55 to 59 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Pre-Employ Prep
36377,5/08/2018,1935293J,330.0,NT ,23317,Stream B,Targeted Pre-Employment Preparation,11/05/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Non-trade vocational education,Female,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Non-trade vocational education,Pre-Employ Prep
36669,5/08/2018,1845659J,58.36,TAS,23525,Stream C,Work Related Items,4/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,<Year 10,Work Items
36670,5/08/2018,1796910J,79.0,TAS,23525,Stream C,"Tools, Books, Equipment and Mobile Phones",27/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Other Items
37873,5/08/2018,1967481J,39.0,WA ,24185,Stream C,"Tools, Books, Equipment and Mobile Phones",30/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,12 to 23 Months,2017,5,May-17,<Year 10,Other Items
38330,5/08/2018,2031649J,45.0,SA ,24475,Stream A,Clothing and Presentation,22/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,5,May-17,Year 10/11,Clothing
38771,5/08/2018,1758445J,29.0,NSW,24686,Stream C,"Tools, Books, Equipment and Mobile Phones",27/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,3,Mar-17,<Year 10,Other Items
39071,5/08/2018,1516027J,130.0,QLD,24929,Stream B,Clothing and Presentation,9/02/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Non-trade vocational education,Clothing
40011,5/08/2018,1877169J,69.0,QLD,25540,Stream C,"Tools, Books, Equipment and Mobile Phones",4/04/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,30 to 39 years,24 to 59 Months,2017,4,Apr-17,<Year 10,Other Items
40256,5/08/2018,1957022J,13.15,QLD,25671,Stream C,Clothing and Presentation,26/05/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,5,May-17,Non-trade vocational education,Clothing
40400,5/08/2018,2018605J,330.0,WA ,25739,Stream B,Targeted Pre-Employment Preparation,25/05/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,40 to 49 years,24 to 59 Months,2017,5,May-17,<Year 10,Pre-Employ Prep
40687,5/08/2018,1438029J,112.5,WA ,25905,Stream B,Professional Services,13/01/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,Under 12 Months,2017,1,Jan-17,Year 10/11,Prof Service
41671,5/08/2018,1819299J,125.4,SA ,26559,Stream B,Professional Services,21/04/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,4,Apr-17,Year 10/11,Prof Service
41672,5/08/2018,1945861J,125.4,SA ,26559,Stream B,Professional Services,19/05/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,12 to 23 Months,2017,5,May-17,Year 10/11,Prof Service
42867,5/08/2018,2668003J,22.0,QLD,27241,Stream B,Job Seeker Transport,19/04/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Transport
42868,5/08/2018,1920297J,330.0,QLD,27241,Stream B,Targeted Pre-Employment Preparation,26/04/2017,Non-Accredited Education and Training (Vocational),Employability Skills,Year 10/11,Male,1.0,1.0,,,,1.0,Under 22 years,24 to 59 Months,2017,4,Apr-17,Year 10/11,Pre-Employ Prep
42977,5/08/2018,2101210J,177.25,QLD,27301,Stream C,Work Related Licencing,29/03/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Work Licensing
43415,5/08/2018,1748230J,83.6,QLD,27584,Stream C,Professional Services,30/03/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,3,Mar-17,<Year 10,Prof Service
43416,5/08/2018,1648476J,41.8,QLD,27584,Stream C,Professional Services,16/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,2,Feb-17,<Year 10,Prof Service
43753,5/08/2018,2012758J,129.25,QLD,27794,Stream C,Professional Services,8/06/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,6,Jun-17,Year 10/11,Prof Service
44558,5/08/2018,1827534J,258.5,SA ,28274,Stream B,Professional Services,4/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,5,May-17,Year 10/11,Prof Service
44559,5/08/2018,2150210J,22.17,SA ,28274,Stream B,Job Seeker Transport,25/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,5,May-17,Year 10/11,Transport
44560,5/08/2018,2340055J,17.5,SA ,28274,Stream B,Job Seeker Transport,28/03/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,3,Mar-17,Year 10/11,Transport
44561,5/08/2018,2305258J,17.5,SA ,28274,Stream B,Job Seeker Transport,1/05/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,Under 12 Months,2017,5,May-17,Year 10/11,Transport
44618,5/08/2018,1645380J,60.5,QLD,28310,Stream B,Work Related Licencing,13/03/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,25 to 29 years,60+ Months,2017,3,Mar-17,Year 10/11,Work Licensing
44693,5/08/2018,1966232J,125.4,QLD,28351,Stream B,Professional Services,23/05/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,5,May-17,<Year 10,Prof Service
44944,5/08/2018,1643962J,33.0,WA ,28528,Stream B,Job Seeker Transport,8/02/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,2,Feb-17,Year 10/11,Transport
44945,5/08/2018,2118688J,67.35,WA ,28528,Stream B,Work Related Items,29/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Year 10/11,Work Items
44946,5/08/2018,2010764J,101.99,WA ,28528,Stream B,"Tools, Books, Equipment and Mobile Phones",4/05/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Year 10/11,Other Items
45781,5/08/2018,1919549J,33.0,NSW,29078,Stream C,"Food, Phone and Petrol Cards/Vouchers",10/05/2017,,,Non-trade vocational education,Female,1.0,1.0,,,,1.0,30 to 39 years,60+ Months,2017,5,May-17,Non-trade vocational education,Cash Cards/Vouchers
46199,5/08/2018,1844215J,528.0,QLD,29342,Stream B,Accredited Training,28/03/2017,Accredited Education and Training (Vocational),Certificate 3,Primary school or less than Year 10,Female,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,3,Mar-17,<Year 10,Accredited Training
46914,5/08/2018,1845463J,5.83,WA ,29745,Stream B,Job Seeker Transport,4/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,<Year 10,Transport
46915,5/08/2018,1845464J,5.83,WA ,29745,Stream B,Job Seeker Transport,4/05/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,5,May-17,<Year 10,Transport
46916,5/08/2018,1640599J,5.83,WA ,29745,Stream B,Job Seeker Transport,9/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Transport
46917,5/08/2018,1640597J,5.83,WA ,29745,Stream B,Job Seeker Transport,9/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Transport
46918,5/08/2018,1640596J,5.83,WA ,29745,Stream B,Job Seeker Transport,9/03/2017,,,Primary school or less than Year 10,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,3,Mar-17,<Year 10,Transport
48902,5/08/2018,1601041J,16.5,QLD,31024,Stream B,Accredited Training,2/02/2017,Accredited Education and Training (Vocational),Certificate 3,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,2,Feb-17,<Year 10,Accredited Training
48903,5/08/2018,1597544J,26.12,QLD,31024,Stream B,"Food, Phone and Petrol Cards/Vouchers",6/02/2017,,,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,2,Feb-17,<Year 10,Cash Cards/Vouchers
48904,5/08/2018,1890402J,1650.0,QLD,31024,Stream B,Accredited Training,8/05/2017,Accredited Education and Training (Vocational),Accredited Units,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,5,May-17,<Year 10,Accredited Training
48905,5/08/2018,1795329J,330.0,QLD,31024,Stream B,Targeted Pre-Employment Preparation,13/04/2017,Non-Accredited Education and Training (Vocational),Pre-Employment Training,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,4,Apr-17,<Year 10,Pre-Employ Prep
48906,5/08/2018,2076102J,412.5,QLD,31024,Stream B,Accredited Training,12/06/2017,Accredited Education and Training (Vocational),Accredited Units,Primary school or less than Year 10,Male,1.0,1.0,,,,1.0,Under 22 years,12 to 23 Months,2017,6,Jun-17,<Year 10,Accredited Training
49105,5/08/2018,1996568J,23.21,QLD,31171,Stream C,"Food, Phone and Petrol Cards/Vouchers",6/06/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,6,Jun-17,Year 10/11,Cash Cards/Vouchers
49106,5/08/2018,2109630J,23.21,QLD,31171,Stream C,"Food, Phone and Petrol Cards/Vouchers",29/06/2017,,,Year 10/11,Female,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,6,Jun-17,Year 10/11,Cash Cards/Vouchers
49593,5/08/2018,1805645J,66.0,QLD,31473,Stream C,Job Seeker Transport,21/04/2017,,,Non-trade vocational education,Male,1.0,1.0,1.0,,,1.0,40 to 49 years,60+ Months,2017,4,Apr-17,Non-trade vocational education,Transport
50553,5/08/2018,1649835J,150.0,QLD,32109,Stream C,Professional Services,13/03/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,22 to 24 years,60+ Months,2017,3,Mar-17,Non-trade vocational education,Prof Service
50634,5/08/2018,1869689J,44.9,WA ,32150,Stream C,Work Related Items,28/04/2017,,,Non-trade vocational education,Female,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,4,Apr-17,Non-trade vocational education,Work Items
50968,5/08/2018,2057674J,33.0,QLD,32373,Stream C,"Food, Phone and Petrol Cards/Vouchers",6/06/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,Under 12 Months,2017,6,Jun-17,Year 10/11,Cash Cards/Vouchers
50969,5/08/2018,1812858J,64.9,QLD,32373,Stream C,"Tools, Books, Equipment and Mobile Phones",26/04/2017,,,Year 10/11,Female,1.0,1.0,,,,1.0,40 to 49 years,Under 12 Months,2017,4,Apr-17,Year 10/11,Other Items
51182,5/08/2018,1921333J,550.0,QLD,32531,Stream C,Targeted Pre-Employment Preparation,3/05/2017,Non-Accredited Education and Training (Vocational),Employability Skills,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,5,May-17,Year 10/11,Pre-Employ Prep
51183,5/08/2018,2112471J,97.9,QLD,32531,Stream C,"Tools, Books, Equipment and Mobile Phones",23/06/2017,,,Year 10/11,Male,1.0,1.0,,,,1.0,22 to 24 years,24 to 59 Months,2017,6,Jun-17,Year 10/11,Other Items
51303,5/08/2018,1487133J,78.0,QLD,32610,Stream B,"Tools, Books, Equipment and Mobile Phones",17/01/2017,,,Year 10/11,Male,1.0,1.0,1.0,,,1.0,30 to 39 years,24 to 59 Months,2017,1,Jan-17,Year 10/11,Other Items
